time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2012-01-01 00:00:00+00:00,0.75,94.69,0.0,0.0,0.0,263.12,2.3,258.0,96693.0
2012-01-01 01:00:00+00:00,1.1,94.5,0.0,0.0,0.0,264.39,2.31,260.0,96706.0
2012-01-01 02:00:00+00:00,1.45,94.31,0.0,0.0,0.0,265.67,2.31,262.0,96718.0
2012-01-01 03:00:00+00:00,1.8,94.12,0.0,0.0,0.0,266.94,2.32,260.0,96728.0
2012-01-01 04:00:00+00:00,2.15,93.93,0.0,0.0,0.0,268.21,2.33,258.0,96737.0
2012-01-01 05:00:00+00:00,2.49,93.74,0.0,0.0,0.0,269.48,2.33,256.0,96747.0
2012-01-01 06:00:00+00:00,2.84,93.55,0.0,0.0,0.0,270.75,2.34,254.0,96794.0
2012-01-01 07:00:00+00:00,3.19,93.36,0.0,0.0,0.0,272.02,2.34,252.0,96842.0
2012-01-01 08:00:00+00:00,4.3,91.41,14.0,0.0,14.0,262.05,2.21,251.0,96889.0
2012-01-01 09:00:00+00:00,5.71,89.52,81.0,4.07,80.0,262.58,2.11,252.0,96880.0
2012-01-01 10:00:00+00:00,7.12,87.62,74.0,0.0,74.0,263.12,2.0,253.0,96870.0
2012-01-01 11:00:00+00:00,8.53,85.73,80.0,0.0,80.0,263.65,1.9,253.0,96861.0
2012-01-01 12:00:00+00:00,7.73,86.02,36.0,0.0,36.0,261.15,1.98,245.0,96848.0
2012-01-01 13:00:00+00:00,6.93,86.3,26.0,0.0,26.0,258.65,2.05,237.0,96835.0
2012-01-01 14:00:00+00:00,6.13,86.59,60.0,26.96,56.0,256.15,2.12,228.0,96823.0
2012-01-01 15:00:00+00:00,5.27,87.25,0.0,0.0,0.0,251.42,2.07,222.0,96813.0
2012-01-01 16:00:00+00:00,4.4,87.91,0.0,0.0,0.0,246.68,2.01,216.0,96804.0
2012-01-01 17:00:00+00:00,3.54,88.57,0.0,0.0,0.0,241.95,1.96,210.0,96794.0
2012-01-01 18:00:00+00:00,3.07,89.18,0.0,0.0,0.0,238.68,2.05,211.0,96782.0
2012-01-01 19:00:00+00:00,2.61,89.79,0.0,0.0,0.0,235.42,2.14,211.0,96769.0
2012-01-01 20:00:00+00:00,2.14,90.4,0.0,0.0,0.0,232.15,2.23,212.0,96756.0
2012-01-01 21:00:00+00:00,1.88,90.92,0.0,0.0,0.0,229.27,2.42,211.0,96690.0
2012-01-01 22:00:00+00:00,1.62,91.45,0.0,0.0,0.0,226.38,2.6,211.0,96623.0
2012-01-01 23:00:00+00:00,1.36,91.97,0.0,0.0,0.0,223.5,2.79,210.0,96557.0
2012-01-02 00:00:00+00:00,1.56,90.25,0.0,0.0,0.0,221.97,2.72,210.0,96531.0
2012-01-02 01:00:00+00:00,1.76,88.52,0.0,0.0,0.0,220.43,2.65,210.0,96506.0
2012-01-02 02:00:00+00:00,1.96,86.8,0.0,0.0,0.0,218.9,2.58,210.0,96481.0
2012-01-02 03:00:00+00:00,1.96,87.01,0.0,0.0,0.0,222.28,2.66,209.0,96439.0
2012-01-02 04:00:00+00:00,1.97,87.22,0.0,0.0,0.0,225.67,2.74,208.0,96398.0
2012-01-02 05:00:00+00:00,1.97,87.43,0.0,0.0,0.0,229.05,2.83,207.0,96357.0
2012-01-02 06:00:00+00:00,2.67,85.44,0.0,0.0,0.0,236.2,2.91,205.0,96360.0
2012-01-02 07:00:00+00:00,3.38,83.45,0.0,0.0,0.0,243.35,2.99,203.0,96363.0
2012-01-02 08:00:00+00:00,4.08,81.46,48.0,6.79,47.0,250.5,3.08,200.0,96367.0
2012-01-02 09:00:00+00:00,4.81,78.15,136.0,93.44,113.0,257.73,2.67,202.0,96329.0
2012-01-02 10:00:00+00:00,5.53,74.83,304.0,797.4,58.0,264.97,2.26,203.0,96291.0
2012-01-02 11:00:00+00:00,6.26,71.52,271.0,411.92,135.0,272.2,1.85,204.0,96253.0
2012-01-02 12:00:00+00:00,6.05,73.43,149.0,38.75,137.0,271.72,1.82,207.0,96275.0
2012-01-02 13:00:00+00:00,5.85,75.34,105.0,24.16,99.0,271.23,1.78,210.0,96297.0
2012-01-02 14:00:00+00:00,5.64,77.25,81.0,119.58,63.0,270.75,1.75,214.0,96319.0
2012-01-02 15:00:00+00:00,5.31,82.27,0.0,0.0,0.0,276.13,2.15,222.0,96424.0
2012-01-02 16:00:00+00:00,4.97,87.29,0.0,0.0,0.0,281.52,2.54,231.0,96528.0
2012-01-02 17:00:00+00:00,4.64,92.31,0.0,0.0,0.0,286.9,2.94,240.0,96633.0
2012-01-02 18:00:00+00:00,4.43,93.44,0.0,0.0,0.0,293.97,2.56,256.0,96712.0
2012-01-02 19:00:00+00:00,4.23,94.57,0.0,0.0,0.0,301.03,2.17,273.0,96791.0
2012-01-02 20:00:00+00:00,4.03,95.7,0.0,0.0,0.0,308.1,1.79,289.0,96870.0
2012-01-02 21:00:00+00:00,3.81,95.94,0.0,0.0,0.0,309.98,1.77,303.0,96962.0
2012-01-02 22:00:00+00:00,3.59,96.19,0.0,0.0,0.0,311.87,1.74,316.0,97054.0
2012-01-02 23:00:00+00:00,3.36,96.43,0.0,0.0,0.0,313.75,1.71,330.0,97146.0
2012-01-03 00:00:00+00:00,3.35,93.99,0.0,0.0,0.0,314.95,1.87,332.0,97241.0
2012-01-03 01:00:00+00:00,3.33,91.56,0.0,0.0,0.0,316.15,2.03,335.0,97336.0
2012-01-03 02:00:00+00:00,3.31,89.12,0.0,0.0,0.0,317.35,2.19,337.0,97431.0
2012-01-03 03:00:00+00:00,3.04,90.02,0.0,0.0,0.0,314.8,1.85,337.0,97472.0
2012-01-03 04:00:00+00:00,2.78,90.92,0.0,0.0,0.0,312.25,1.51,338.0,97513.0
2012-01-03 05:00:00+00:00,2.51,91.82,0.0,0.0,0.0,309.7,1.17,338.0,97554.0
2012-01-03 06:00:00+00:00,2.86,90.13,0.0,0.0,0.0,306.08,1.34,312.0,97567.0
2012-01-03 07:00:00+00:00,3.22,88.43,0.0,0.0,0.0,302.47,1.5,286.0,97580.0
2012-01-03 08:00:00+00:00,3.58,86.74,124.0,601.61,35.0,298.85,1.67,260.0,97592.0
2012-01-03 09:00:00+00:00,4.47,79.62,217.0,582.91,73.0,291.97,1.64,237.0,97488.0
2012-01-03 10:00:00+00:00,5.36,72.5,302.0,768.46,64.0,285.08,1.61,214.0,97383.0
2012-01-03 11:00:00+00:00,6.25,65.38,344.0,931.58,35.0,278.2,1.59,192.0,97279.0
2012-01-03 12:00:00+00:00,6.21,69.4,311.0,841.13,49.0,276.83,1.66,191.0,97212.0
2012-01-03 13:00:00+00:00,6.17,73.42,221.0,594.89,72.0,275.47,1.72,191.0,97146.0
2012-01-03 14:00:00+00:00,6.13,77.44,128.0,608.69,35.0,274.1,1.79,191.0,97079.0
2012-01-03 15:00:00+00:00,5.51,78.28,0.0,0.0,0.0,273.03,2.6,194.0,97025.0
2012-01-03 16:00:00+00:00,4.89,79.12,0.0,0.0,0.0,271.97,3.4,197.0,96972.0
2012-01-03 17:00:00+00:00,4.27,79.96,0.0,0.0,0.0,270.9,4.21,200.0,96918.0
2012-01-03 18:00:00+00:00,3.88,78.81,0.0,0.0,0.0,271.1,4.09,201.0,96877.0
2012-01-03 19:00:00+00:00,3.49,77.65,0.0,0.0,0.0,271.3,3.97,202.0,96835.0
2012-01-03 20:00:00+00:00,3.1,76.5,0.0,0.0,0.0,271.5,3.85,203.0,96794.0
2012-01-03 21:00:00+00:00,2.9,74.22,0.0,0.0,0.0,271.83,3.39,203.0,96731.0
2012-01-03 22:00:00+00:00,2.7,71.93,0.0,0.0,0.0,272.17,2.94,204.0,96668.0
2012-01-03 23:00:00+00:00,2.5,69.65,0.0,0.0,0.0,272.5,2.48,204.0,96604.0
2012-01-04 00:00:00+00:00,2.47,68.95,0.0,0.0,0.0,275.48,2.61,202.0,96528.0
2012-01-04 01:00:00+00:00,2.43,68.24,0.0,0.0,0.0,278.47,2.74,199.0,96452.0
2012-01-04 02:00:00+00:00,2.39,67.54,0.0,0.0,0.0,281.45,2.87,196.0,96376.0
2012-01-04 03:00:00+00:00,2.58,69.7,0.0,0.0,0.0,284.97,2.06,201.0,96354.0
2012-01-04 04:00:00+00:00,2.77,71.85,0.0,0.0,0.0,288.48,1.24,206.0,96332.0
2012-01-04 05:00:00+00:00,2.96,74.01,0.0,0.0,0.0,292.0,0.43,211.0,96310.0
2012-01-04 06:00:00+00:00,3.26,80.56,0.0,0.0,0.0,298.0,0.78,224.0,96414.0
2012-01-04 07:00:00+00:00,3.56,87.11,0.0,0.0,0.0,304.0,1.14,237.0,96519.0
2012-01-04 08:00:00+00:00,3.86,93.66,58.0,20.19,55.0,310.0,1.49,251.0,96623.0
2012-01-04 09:00:00+00:00,3.9,90.54,55.0,0.0,55.0,310.48,2.55,270.0,96706.0
2012-01-04 10:00:00+00:00,3.93,87.42,39.0,0.0,39.0,310.97,3.6,290.0,96788.0
2012-01-04 11:00:00+00:00,3.97,84.3,214.0,155.99,162.0,311.45,4.66,310.0,96870.0
2012-01-04 12:00:00+00:00,3.89,86.37,50.0,0.0,50.0,305.73,4.34,312.0,96972.0
2012-01-04 13:00:00+00:00,3.81,88.43,64.0,0.0,64.0,300.02,4.01,314.0,97073.0
2012-01-04 14:00:00+00:00,3.73,90.5,22.0,0.0,22.0,294.3,3.68,317.0,97174.0
2012-01-04 15:00:00+00:00,3.23,89.78,0.0,0.0,0.0,287.35,3.71,312.0,97193.0
2012-01-04 16:00:00+00:00,2.72,89.06,0.0,0.0,0.0,280.4,3.75,307.0,97212.0
2012-01-04 17:00:00+00:00,2.22,88.34,0.0,0.0,0.0,273.45,3.78,303.0,97231.0
2012-01-04 18:00:00+00:00,1.29,86.55,0.0,0.0,0.0,255.87,3.64,297.0,97206.0
2012-01-04 19:00:00+00:00,0.37,84.75,0.0,0.0,0.0,238.28,3.49,292.0,97181.0
2012-01-04 20:00:00+00:00,-0.55,82.96,0.0,0.0,0.0,220.7,3.35,286.0,97155.0
2012-01-04 21:00:00+00:00,-1.17,78.5,0.0,0.0,0.0,215.67,3.2,265.0,97044.0
2012-01-04 22:00:00+00:00,-1.79,74.03,0.0,0.0,0.0,210.63,3.06,243.0,96934.0
2012-01-04 23:00:00+00:00,-2.41,69.57,0.0,0.0,0.0,205.6,2.91,222.0,96823.0
2012-01-05 00:00:00+00:00,-1.93,64.54,0.0,0.0,0.0,206.37,2.89,216.0,96607.0
2012-01-05 01:00:00+00:00,-1.46,59.5,0.0,0.0,0.0,207.13,2.87,210.0,96392.0
2012-01-05 02:00:00+00:00,-0.99,54.47,0.0,0.0,0.0,207.9,2.86,204.0,96177.0
2012-01-05 03:00:00+00:00,-0.52,58.69,0.0,0.0,0.0,224.03,2.69,205.0,96028.0
2012-01-05 04:00:00+00:00,-0.04,62.92,0.0,0.0,0.0,240.17,2.52,205.0,95879.0
2012-01-05 05:00:00+00:00,0.43,67.14,0.0,0.0,0.0,256.3,2.36,206.0,95730.0
2012-01-05 06:00:00+00:00,0.95,69.46,0.0,0.0,0.0,261.12,2.38,207.0,95578.0
2012-01-05 07:00:00+00:00,1.48,71.77,0.0,0.0,0.0,265.93,2.4,208.0,95426.0
2012-01-05 08:00:00+00:00,2.0,74.09,20.0,0.0,20.0,270.75,2.41,209.0,95274.0
2012-01-05 09:00:00+00:00,2.45,75.19,37.0,0.0,37.0,271.73,2.57,212.0,95100.0
2012-01-05 10:00:00+00:00,2.9,76.28,32.0,0.0,32.0,272.72,2.73,214.0,94926.0
2012-01-05 11:00:00+00:00,3.35,77.38,52.0,0.0,52.0,273.7,2.88,216.0,94751.0
2012-01-05 12:00:00+00:00,3.47,82.05,40.0,0.0,40.0,277.12,2.9,219.0,94621.0
2012-01-05 13:00:00+00:00,3.59,86.71,54.0,0.0,54.0,280.53,2.92,221.0,94492.0
2012-01-05 14:00:00+00:00,3.71,91.38,56.0,12.69,54.0,283.95,2.94,224.0,94362.0
2012-01-05 15:00:00+00:00,3.48,93.69,0.0,0.0,0.0,282.92,3.66,242.0,94412.0
2012-01-05 16:00:00+00:00,3.25,96.0,0.0,0.0,0.0,281.88,4.37,261.0,94463.0
2012-01-05 17:00:00+00:00,3.03,98.31,0.0,0.0,0.0,280.85,5.09,279.0,94514.0
2012-01-05 18:00:00+00:00,2.74,97.5,0.0,0.0,0.0,280.62,4.73,289.0,94564.0
2012-01-05 19:00:00+00:00,2.45,96.69,0.0,0.0,0.0,280.38,4.36,299.0,94615.0
2012-01-05 20:00:00+00:00,2.16,95.88,0.0,0.0,0.0,280.15,4.0,310.0,94666.0
2012-01-05 21:00:00+00:00,1.8,96.18,0.0,0.0,0.0,271.63,4.35,309.0,94707.0
2012-01-05 22:00:00+00:00,1.43,96.49,0.0,0.0,0.0,263.12,4.71,309.0,94748.0
2012-01-05 23:00:00+00:00,1.06,96.79,0.0,0.0,0.0,254.6,5.06,309.0,94789.0
2012-01-06 00:00:00+00:00,0.75,94.86,0.0,0.0,0.0,250.08,5.46,312.0,94976.0
2012-01-06 01:00:00+00:00,0.44,92.93,0.0,0.0,0.0,245.57,5.86,315.0,95163.0
2012-01-06 02:00:00+00:00,0.13,91.0,0.0,0.0,0.0,241.05,6.26,319.0,95350.0
2012-01-06 03:00:00+00:00,-0.35,90.63,0.0,0.0,0.0,241.88,5.54,318.0,95420.0
2012-01-06 04:00:00+00:00,-0.83,90.26,0.0,0.0,0.0,242.72,4.83,317.0,95489.0
2012-01-06 05:00:00+00:00,-1.31,89.89,0.0,0.0,0.0,243.55,4.11,316.0,95559.0
2012-01-06 06:00:00+00:00,-0.96,89.93,0.0,0.0,0.0,240.88,4.07,317.0,95635.0
2012-01-06 07:00:00+00:00,-0.6,89.97,0.0,0.0,0.0,238.22,4.04,319.0,95711.0
2012-01-06 08:00:00+00:00,-0.24,90.01,11.0,0.0,11.0,235.55,4.0,320.0,95787.0
2012-01-06 09:00:00+00:00,0.0,89.94,34.0,0.0,34.0,238.15,4.44,321.0,95873.0
2012-01-06 10:00:00+00:00,0.25,89.88,50.0,0.0,50.0,240.75,4.88,323.0,95958.0
2012-01-06 11:00:00+00:00,0.49,89.81,86.0,0.0,86.0,243.35,5.32,324.0,96044.0
2012-01-06 12:00:00+00:00,0.7,91.21,56.0,0.0,56.0,243.62,4.68,325.0,96224.0
2012-01-06 13:00:00+00:00,0.91,92.61,47.0,0.0,47.0,243.88,4.04,326.0,96405.0
2012-01-06 14:00:00+00:00,1.12,94.01,52.0,6.24,51.0,244.15,3.39,327.0,96585.0
2012-01-06 15:00:00+00:00,0.88,93.69,0.0,0.0,0.0,239.98,3.18,327.0,96687.0
2012-01-06 16:00:00+00:00,0.64,93.37,0.0,0.0,0.0,235.82,2.96,326.0,96788.0
2012-01-06 17:00:00+00:00,0.41,93.05,0.0,0.0,0.0,231.65,2.74,326.0,96889.0
2012-01-06 18:00:00+00:00,0.21,93.36,0.0,0.0,0.0,229.37,2.96,325.0,96946.0
2012-01-06 19:00:00+00:00,0.01,93.67,0.0,0.0,0.0,227.08,3.17,323.0,97003.0
2012-01-06 20:00:00+00:00,-0.19,93.98,0.0,0.0,0.0,224.8,3.38,322.0,97060.0
2012-01-06 21:00:00+00:00,-0.3,94.76,0.0,0.0,0.0,227.17,3.45,322.0,97076.0
2012-01-06 22:00:00+00:00,-0.41,95.55,0.0,0.0,0.0,229.53,3.52,322.0,97092.0
2012-01-06 23:00:00+00:00,-0.52,96.33,0.0,0.0,0.0,231.9,3.59,322.0,97108.0
2012-01-07 00:00:00+00:00,-0.44,95.43,0.0,0.0,0.0,232.75,3.26,323.0,97168.0
2012-01-07 01:00:00+00:00,-0.36,94.53,0.0,0.0,0.0,233.6,2.93,324.0,97228.0
2012-01-07 02:00:00+00:00,-0.29,93.63,0.0,0.0,0.0,234.45,2.61,325.0,97288.0
2012-01-07 03:00:00+00:00,-0.54,92.78,0.0,0.0,0.0,234.87,2.5,323.0,97266.0
2012-01-07 04:00:00+00:00,-0.79,91.92,0.0,0.0,0.0,235.28,2.4,320.0,97244.0
2012-01-07 05:00:00+00:00,-1.04,91.07,0.0,0.0,0.0,235.7,2.29,317.0,97222.0
2012-01-07 06:00:00+00:00,-0.69,86.73,0.0,0.0,0.0,236.68,2.51,309.0,97203.0
2012-01-07 07:00:00+00:00,-0.33,82.38,0.0,0.0,0.0,237.67,2.72,302.0,97184.0
2012-01-07 08:00:00+00:00,0.03,78.04,41.0,0.0,41.0,238.65,2.94,294.0,97165.0
2012-01-07 09:00:00+00:00,0.94,74.79,21.0,0.0,21.0,233.92,2.53,287.0,97048.0
2012-01-07 10:00:00+00:00,1.86,71.55,35.0,0.0,35.0,229.18,2.13,280.0,96930.0
2012-01-07 11:00:00+00:00,2.77,68.3,57.0,0.0,57.0,224.45,1.72,272.0,96813.0
2012-01-07 12:00:00+00:00,3.05,72.59,57.0,0.0,57.0,233.8,1.99,270.0,96759.0
2012-01-07 13:00:00+00:00,3.34,76.87,129.0,53.87,115.0,243.15,2.26,267.0,96706.0
2012-01-07 14:00:00+00:00,3.62,81.16,23.0,0.0,23.0,252.5,2.52,265.0,96652.0
2012-01-07 15:00:00+00:00,3.31,83.77,0.0,0.0,0.0,253.48,2.51,270.0,96664.0
2012-01-07 16:00:00+00:00,3.0,86.38,0.0,0.0,0.0,254.47,2.49,274.0,96677.0
2012-01-07 17:00:00+00:00,2.7,88.99,0.0,0.0,0.0,255.45,2.47,279.0,96690.0
2012-01-07 18:00:00+00:00,2.42,90.39,0.0,0.0,0.0,258.35,2.84,285.0,96690.0
2012-01-07 19:00:00+00:00,2.14,91.8,0.0,0.0,0.0,261.25,3.21,291.0,96690.0
2012-01-07 20:00:00+00:00,1.86,93.2,0.0,0.0,0.0,264.15,3.59,297.0,96690.0
2012-01-07 21:00:00+00:00,1.65,94.02,0.0,0.0,0.0,259.68,3.73,300.0,96699.0
2012-01-07 22:00:00+00:00,1.44,94.83,0.0,0.0,0.0,255.22,3.88,303.0,96709.0
2012-01-07 23:00:00+00:00,1.23,95.65,0.0,0.0,0.0,250.75,4.03,305.0,96718.0
2012-01-08 00:00:00+00:00,1.14,95.65,0.0,0.0,0.0,251.92,4.01,308.0,96775.0
2012-01-08 01:00:00+00:00,1.05,95.66,0.0,0.0,0.0,253.08,4.0,311.0,96832.0
2012-01-08 02:00:00+00:00,0.95,95.66,0.0,0.0,0.0,254.25,3.99,315.0,96889.0
2012-01-08 03:00:00+00:00,0.82,95.16,0.0,0.0,0.0,251.23,3.8,315.0,96886.0
2012-01-08 04:00:00+00:00,0.68,94.65,0.0,0.0,0.0,248.22,3.62,315.0,96883.0
2012-01-08 05:00:00+00:00,0.55,94.15,0.0,0.0,0.0,245.2,3.43,315.0,96880.0
2012-01-08 06:00:00+00:00,0.83,93.35,0.0,0.0,0.0,244.98,3.01,315.0,96896.0
2012-01-08 07:00:00+00:00,1.12,92.56,0.0,0.0,0.0,244.77,2.58,316.0,96911.0
2012-01-08 08:00:00+00:00,1.41,91.76,68.0,45.88,61.0,244.55,2.15,316.0,96927.0
2012-01-08 09:00:00+00:00,1.62,91.51,100.0,11.84,97.0,242.3,2.6,315.0,96905.0
2012-01-08 10:00:00+00:00,1.82,91.26,54.0,0.0,54.0,240.05,3.05,314.0,96883.0
2012-01-08 11:00:00+00:00,2.03,91.01,78.0,0.0,78.0,237.8,3.5,313.0,96861.0
2012-01-08 12:00:00+00:00,2.21,92.35,114.0,3.1,113.0,240.57,3.18,312.0,96896.0
2012-01-08 13:00:00+00:00,2.4,93.69,64.0,0.0,64.0,243.33,2.86,312.0,96930.0
2012-01-08 14:00:00+00:00,2.58,95.03,52.0,6.04,51.0,246.1,2.54,312.0,96965.0
2012-01-08 15:00:00+00:00,2.38,94.88,0.0,0.0,0.0,249.13,2.74,311.0,96994.0
2012-01-08 16:00:00+00:00,2.18,94.72,0.0,0.0,0.0,252.17,2.94,310.0,97022.0
2012-01-08 17:00:00+00:00,1.99,94.57,0.0,0.0,0.0,255.2,3.14,310.0,97051.0
2012-01-08 18:00:00+00:00,1.72,94.78,0.0,0.0,0.0,256.92,3.2,311.0,97095.0
2012-01-08 19:00:00+00:00,1.46,94.99,0.0,0.0,0.0,258.63,3.26,312.0,97139.0
2012-01-08 20:00:00+00:00,1.19,95.2,0.0,0.0,0.0,260.35,3.31,313.0,97184.0
2012-01-08 21:00:00+00:00,0.94,95.77,0.0,0.0,0.0,258.43,3.03,314.0,97209.0
2012-01-08 22:00:00+00:00,0.69,96.35,0.0,0.0,0.0,256.52,2.76,314.0,97234.0
2012-01-08 23:00:00+00:00,0.43,96.92,0.0,0.0,0.0,254.6,2.48,315.0,97260.0
2012-01-09 00:00:00+00:00,0.41,96.89,0.0,0.0,0.0,251.6,2.61,316.0,97333.0
2012-01-09 01:00:00+00:00,0.39,96.86,0.0,0.0,0.0,248.6,2.74,316.0,97406.0
2012-01-09 02:00:00+00:00,0.37,96.83,0.0,0.0,0.0,245.6,2.87,317.0,97478.0
2012-01-09 03:00:00+00:00,0.24,96.82,0.0,0.0,0.0,248.4,3.04,319.0,97513.0
2012-01-09 04:00:00+00:00,0.1,96.8,0.0,0.0,0.0,251.2,3.21,320.0,97548.0
2012-01-09 05:00:00+00:00,-0.03,96.79,0.0,0.0,0.0,254.0,3.38,322.0,97583.0
2012-01-09 06:00:00+00:00,0.32,96.19,0.0,0.0,0.0,254.22,3.31,322.0,97640.0
2012-01-09 07:00:00+00:00,0.68,95.59,0.0,0.0,0.0,254.43,3.24,323.0,97697.0
2012-01-09 08:00:00+00:00,1.03,94.99,57.0,13.0,55.0,254.65,3.17,324.0,97754.0
2012-01-09 09:00:00+00:00,1.3,92.67,111.0,27.46,104.0,250.3,3.77,323.0,97763.0
2012-01-09 10:00:00+00:00,1.56,90.36,57.0,0.0,57.0,245.95,4.36,322.0,97773.0
2012-01-09 11:00:00+00:00,1.83,88.04,40.0,0.0,40.0,241.6,4.95,321.0,97782.0
2012-01-09 12:00:00+00:00,2.03,88.02,43.0,0.0,43.0,239.6,4.31,320.0,97798.0
2012-01-09 13:00:00+00:00,2.23,88.01,63.0,0.0,63.0,237.6,3.66,319.0,97814.0
2012-01-09 14:00:00+00:00,2.42,87.99,23.0,0.0,23.0,235.6,3.02,318.0,97830.0
2012-01-09 15:00:00+00:00,2.19,88.64,0.0,0.0,0.0,235.22,2.71,312.0,97843.0
2012-01-09 16:00:00+00:00,1.95,89.3,0.0,0.0,0.0,234.83,2.4,306.0,97855.0
2012-01-09 17:00:00+00:00,1.72,89.95,0.0,0.0,0.0,234.45,2.1,300.0,97868.0
2012-01-09 18:00:00+00:00,1.62,90.51,0.0,0.0,0.0,250.88,2.18,296.0,97868.0
2012-01-09 19:00:00+00:00,1.53,91.07,0.0,0.0,0.0,267.32,2.26,292.0,97868.0
2012-01-09 20:00:00+00:00,1.43,91.63,0.0,0.0,0.0,283.75,2.34,288.0,97868.0
2012-01-09 21:00:00+00:00,1.34,91.95,0.0,0.0,0.0,287.62,2.31,291.0,97871.0
2012-01-09 22:00:00+00:00,1.25,92.27,0.0,0.0,0.0,291.48,2.28,294.0,97874.0
2012-01-09 23:00:00+00:00,1.16,92.59,0.0,0.0,0.0,295.35,2.25,297.0,97877.0
2012-01-10 00:00:00+00:00,1.35,92.15,0.0,0.0,0.0,289.58,2.4,300.0,97890.0
2012-01-10 01:00:00+00:00,1.54,91.72,0.0,0.0,0.0,283.82,2.54,303.0,97903.0
2012-01-10 02:00:00+00:00,1.72,91.28,0.0,0.0,0.0,278.05,2.69,305.0,97915.0
2012-01-10 03:00:00+00:00,1.7,91.35,0.0,0.0,0.0,275.6,2.89,304.0,97906.0
2012-01-10 04:00:00+00:00,1.67,91.43,0.0,0.0,0.0,273.15,3.09,303.0,97896.0
2012-01-10 05:00:00+00:00,1.65,91.5,0.0,0.0,0.0,270.7,3.28,301.0,97887.0
2012-01-10 06:00:00+00:00,2.08,92.37,0.0,0.0,0.0,269.87,3.14,308.0,97934.0
2012-01-10 07:00:00+00:00,2.52,93.24,0.0,0.0,0.0,269.03,3.0,314.0,97982.0
2012-01-10 08:00:00+00:00,2.95,94.11,36.0,0.0,36.0,268.2,2.86,320.0,98029.0
2012-01-10 09:00:00+00:00,3.1,94.2,75.0,0.0,75.0,267.83,3.55,323.0,98067.0
2012-01-10 10:00:00+00:00,3.25,94.28,40.0,0.0,40.0,267.47,4.25,325.0,98105.0
2012-01-10 11:00:00+00:00,3.4,94.37,31.0,0.0,31.0,267.1,4.95,328.0,98143.0
2012-01-10 12:00:00+00:00,3.49,93.38,29.0,0.0,29.0,259.38,4.03,328.0,98210.0
2012-01-10 13:00:00+00:00,3.58,92.4,105.0,11.19,102.0,251.67,3.1,329.0,98276.0
2012-01-10 14:00:00+00:00,3.66,91.41,24.0,0.0,24.0,243.95,2.18,329.0,98343.0
2012-01-10 15:00:00+00:00,3.36,92.33,3.0,0.0,3.0,243.1,2.22,327.0,98375.0
2012-01-10 16:00:00+00:00,3.05,93.24,0.0,0.0,0.0,242.25,2.26,325.0,98406.0
2012-01-10 17:00:00+00:00,2.75,94.16,0.0,0.0,0.0,241.4,2.3,322.0,98438.0
2012-01-10 18:00:00+00:00,2.29,94.42,0.0,0.0,0.0,240.92,2.08,318.0,98454.0
2012-01-10 19:00:00+00:00,1.84,94.68,0.0,0.0,0.0,240.43,1.86,313.0,98470.0
2012-01-10 20:00:00+00:00,1.38,94.94,0.0,0.0,0.0,239.95,1.64,309.0,98486.0
2012-01-10 21:00:00+00:00,0.96,94.55,0.0,0.0,0.0,236.97,1.56,303.0,98473.0
2012-01-10 22:00:00+00:00,0.53,94.16,0.0,0.0,0.0,233.98,1.49,297.0,98460.0
2012-01-10 23:00:00+00:00,0.1,93.77,0.0,0.0,0.0,231.0,1.41,291.0,98448.0
2012-01-11 00:00:00+00:00,0.32,93.36,0.0,0.0,0.0,234.43,1.45,291.0,98451.0
2012-01-11 01:00:00+00:00,0.54,92.95,0.0,0.0,0.0,237.87,1.49,292.0,98454.0
2012-01-11 02:00:00+00:00,0.76,92.54,0.0,0.0,0.0,241.3,1.53,292.0,98457.0
2012-01-11 03:00:00+00:00,0.5,91.74,0.0,0.0,0.0,242.92,1.7,288.0,98429.0
2012-01-11 04:00:00+00:00,0.25,90.95,0.0,0.0,0.0,244.53,1.87,283.0,98400.0
2012-01-11 05:00:00+00:00,-0.01,90.15,0.0,0.0,0.0,246.15,2.04,278.0,98372.0
2012-01-11 06:00:00+00:00,1.01,87.69,0.0,0.0,0.0,243.6,1.74,275.0,98378.0
2012-01-11 07:00:00+00:00,2.04,85.23,0.0,0.0,0.0,241.05,1.43,272.0,98384.0
2012-01-11 08:00:00+00:00,3.06,82.77,74.0,57.4,65.0,238.5,1.13,270.0,98391.0
2012-01-11 09:00:00+00:00,4.52,78.64,209.0,429.45,98.0,236.8,1.36,282.0,98356.0
2012-01-11 10:00:00+00:00,5.99,74.5,322.0,818.48,57.0,235.1,1.58,294.0,98321.0
2012-01-11 11:00:00+00:00,7.45,70.37,352.0,849.97,56.0,233.4,1.81,307.0,98286.0
2012-01-11 12:00:00+00:00,6.96,75.79,206.0,139.29,160.0,233.37,1.77,315.0,98308.0
2012-01-11 13:00:00+00:00,6.47,81.21,79.0,0.0,79.0,233.33,1.73,323.0,98330.0
2012-01-11 14:00:00+00:00,5.98,86.63,55.0,5.73,54.0,233.3,1.7,330.0,98353.0
2012-01-11 15:00:00+00:00,4.99,88.24,3.0,0.0,3.0,231.32,1.43,329.0,98387.0
2012-01-11 16:00:00+00:00,4.0,89.85,0.0,0.0,0.0,229.33,1.16,328.0,98422.0
